GAME,WINNER,TIME,random,random
767,0,0.16607606410980225,36,24
768,1,0.15967798233032227,22,36
769,1,0.16084802150726318,21,37
770,0,0.147413969039917,36,24
771,0,0.1806349754333496,36,24
772,1,0.1585829257965088,21,35
773,0,0.17639505863189697,37,19
774,1,0.18247604370117188,23,37
775,1,0.15127193927764893,24,36
776,1,0.17664992809295654,38,39
777,0,0.1427069902420044,36,20
778,1,0.15800297260284424,24,36
779,0,0.17454802989959717,37,23
780,0,0.14140105247497559,36,22
781,0,0.16030704975128174,35,21
782,0,0.17543506622314453,38,26
783,0,0.15929293632507324,36,22
784,0,0.16538095474243164,36,24
785,0,0.1465439796447754,38,22
786,1,0.1407400369644165,21,35
787,0,0.1436699628829956,35,21
788,1,0.1806429624557495,23,37
789,0,0.147894024848938,35,21
790,0,0.16981208324432373,37,23
791,0,0.1576991081237793,36,20
792,1,0.17113304138183594,21,35
793,1,0.15663492679595947,22,38
794,1,0.14545702934265137,26,35
795,0,0.15659105777740479,35,21
796,1,0.15952801704406738,20,36
797,1,0.14899206161499023,18,37
798,0,0.14443492889404297,36,22
799,0,0.1484440565109253,37,23
800,0,0.12514901161193848,37,26
801,0,0.1215740442276001,36,24
802,0,0.14428210258483887,35,35
803,1,0.14035606384277344,21,35
804,0,0.17538809776306152,40,26
805,0,0.161857008934021,34,22
806,1,0.16267597675323486,22,38
807,0,0.14813709259033203,38,22
808,0,0.14424502849578857,38,24
809,1,0.18739891052246094,26,38
810,1,0.16312098503112793,38,39
811,1,0.20982205867767334,24,36
812,1,0.13575303554534912,20,36
813,0,0.17910003662109375,37,27
814,1,0.23197698593139648,29,41
815,1,0.17709898948669434,22,38
816,1,0.1503310203552246,24,36
817,1,0.1428459882736206,16,36
818,0,0.16606199741363525,39,25
819,0,0.14368605613708496,35,35
820,1,0.1934659481048584,24,36
821,0,0.13519704341888428,36,20
822,1,0.17366504669189453,23,37
823,0,0.16777408123016357,37,23
824,0,0.13296294212341309,34,22
825,1,0.1386420726776123,20,36
826,1,0.16533398628234863,18,38
827,1,0.1490769386291504,24,36
828,0,0.15777993202209473,35,21
829,1,0.16154897212982178,21,35
830,0,0.19693708419799805,39,24
831,0,0.1702059507369995,36,24
832,0,0.17691195011138916,40,27
833,0,0.1487259864807129,36,20
834,0,0.16247403621673584,36,24
835,0,0.1568589210510254,35,21
836,0,0.16523706912994385,38,22
837,0,0.13959801197052002,35,35
838,1,0.15825295448303223,24,36
839,0,0.1450589895248413,36,24
840,1,0.17550301551818848,26,38
841,0,0.15132904052734375,38,25
842,1,0.16811394691467285,23,37
843,0,0.1695270538330078,37,23
844,0,0.16467499732971191,38,18
845,1,0.18332898616790771,27,38
846,1,0.14532899856567383,22,34
847,1,0.16715502738952637,26,38
848,0,0.16596901416778564,37,23
849,1,0.1512969732284546,21,35
850,0,0.16640794277191162,37,23
851,1,0.14490890502929688,24,36
852,1,0.17426204681396484,25,35
853,1,0.1468360424041748,18,37
854,1,0.12688398361206055,19,39
855,0,0.16269707679748535,37,23
856,1,0.15830302238464355,23,37
857,0,0.14263296127319336,35,17
858,1,0.1963130235671997,38,39
859,0,0.16459202766418457,36,34
860,1,0.13989996910095215,23,37
861,0,0.1525360345840454,37,22
862,0,0.18919408321380615,35,35
863,0,0.1888120174407959,37,23
864,1,0.14782094955444336,24,38
865,0,0.1575169563293457,37,23
866,0,0.15849709510803223,41,22
867,0,0.18169593811035156,39,25
868,1,0.14932405948638916,18,38
869,1,0.14679694175720215,24,36
870,0,0.18939995765686035,37,22
871,0,0.19335699081420898,37,19
872,1,0.18883705139160156,38,39
873,0,0.16917800903320312,38,24
874,1,0.15604305267333984,18,39
875,0,0.18139708042144775,35,21
876,1,0.15430498123168945,21,35
877,0,0.1422480344772339,36,18
878,0,0.17492008209228516,37,23
879,1,0.13909399509429932,24,36
880,1,0.145827054977417,20,36
881,0,0.1490020751953125,38,25
882,1,0.15790700912475586,23,37
883,0,0.1618889570236206,37,23
884,0,0.13137602806091309,35,21
885,0,0.1615849733352661,36,22
886,0,0.1585679054260254,35,21
887,0,0.14220798015594482,35,24
888,0,0.19158494472503662,39,38
889,1,0.17422306537628174,34,36
890,1,0.14492201805114746,18,37
891,0,0.1614549160003662,35,21
892,1,0.13640308380126953,21,35
893,1,0.17555904388427734,25,38
894,1,0.1740959882736206,21,38
895,0,0.1813669204711914,38,26
896,0,0.13190805912017822,35,24
897,1,0.11608898639678955,18,34
898,0,0.12535500526428223,38,20
899,0,0.13264000415802002,37,23
900,1,0.12041699886322021,21,35
901,1,0.1185159683227539,17,35
902,1,0.12230896949768066,18,34
903,0,0.15108001232147217,36,20
904,0,0.15824902057647705,38,26
905,0,0.11877310276031494,35,21
906,0,0.13035094738006592,35,25
907,1,0.13392090797424316,20,36
908,0,0.14242708683013916,35,24
909,1,0.13134503364562988,34,36
910,0,0.20679593086242676,36,20
911,1,0.19194602966308594,21,42
912,0,0.16423392295837402,37,23
913,0,0.15574204921722412,38,22
914,1,0.14558494091033936,24,36
915,0,0.15859007835388184,36,34
916,0,0.1700199842453003,38,24
917,0,0.1814570426940918,37,23
918,1,0.16319406032562256,22,38
919,0,0.18295395374298096,39,38
920,1,0.16058003902435303,23,37
921,1,0.16648900508880615,26,37
922,1,0.13377201557159424,19,37
923,0,0.1522289514541626,35,21
924,0,0.18215596675872803,37,23
925,0,0.14292800426483154,35,21
926,0,0.16279196739196777,35,21
927,1,0.14427399635314941,20,36
928,1,0.15906798839569092,24,36
929,0,0.1454099416732788,35,21
930,0,0.15871703624725342,35,35
931,0,0.1503920555114746,35,35
932,1,0.16167795658111572,25,37
933,1,0.14587795734405518,23,37
934,0,0.17825496196746826,38,22
935,1,0.17860090732574463,24,36
936,1,0.15471899509429932,20,36
937,0,0.17830395698547363,35,21
938,1,0.21482396125793457,38,39
939,0,0.13939893245697021,35,21
940,0,0.16944599151611328,37,25
941,0,0.1461930274963379,35,35
942,0,0.15392804145812988,35,21
943,1,0.17342698574066162,26,38
944,0,0.1427839994430542,39,38
945,1,0.15886390209197998,24,38
946,1,0.1637589931488037,22,34
947,0,0.11802399158477783,35,20
948,1,0.14907300472259521,17,35
949,0,0.16225802898406982,35,35
950,0,0.16148698329925537,37,19
951,0,0.17219793796539307,37,19
952,0,0.15454304218292236,36,23
953,0,0.18066000938415527,38,26
954,1,0.1407099962234497,23,39
955,0,0.1389559507369995,35,21
956,0,0.12456405162811279,37,17
957,1,0.16266703605651855,24,36
958,0,0.1618800163269043,36,24
959,1,0.15906202793121338,26,38
960,1,0.1823970079421997,20,36
961,1,0.16112101078033447,19,40
962,1,0.1755509376525879,20,36
963,1,0.13551795482635498,17,35
964,1,0.13898694515228271,22,37
965,0,0.16453099250793457,37,19
966,0,0.14767301082611084,36,20
967,0,0.16303300857543945,37,23
968,0,0.15362298488616943,38,22
969,1,0.1428840160369873,18,34
970,1,0.15712594985961914,23,37
971,0,0.1797729730606079,38,38
972,0,0.13520991802215576,36,22
973,0,0.16498005390167236,37,19
974,0,0.20213496685028076,38,26
975,1,0.17173004150390625,22,38
976,0,0.10670101642608643,35,23
977,0,0.1326669454574585,39,19
978,0,0.12474298477172852,35,21
979,0,0.1331789493560791,38,21
980,1,0.12954699993133545,21,35
981,1,0.12041902542114258,24,36
982,0,0.14485108852386475,38,26
983,0,0.15936195850372314,39,38
984,0,0.1423020362854004,36,24
985,0,0.1446300745010376,35,35
986,1,0.12589001655578613,23,36
987,1,0.16204798221588135,26,38
988,1,0.13350403308868408,22,34
989,0,0.1409759521484375,35,21
990,1,0.1627190113067627,26,38
991,0,0.14716696739196777,38,18
992,1,0.15748798847198486,22,38
993,1,0.1425189971923828,22,38
994,1,0.13919103145599365,15,35
995,1,0.1584310531616211,24,39
996,0,0.16023600101470947,35,21
997,1,0.18421804904937744,23,37
998,0,0.10897696018218994,35,35
999,1,0.12759697437286377,20,36
1000,0,0.1844799518585205,39,21
1001,1,0.17324793338775635,24,36
1002,1,0.14338195323944092,18,37
1003,0,0.16560900211334229,35,21
1004,0,0.149696946144104,35,23
1005,0,0.14229488372802734,35,21
1006,0,0.1701829433441162,37,19
1007,1,0.17711997032165527,23,37
1008,0,0.15790200233459473,35,21
1009,0,0.17684698104858398,38,18
1010,0,0.1343139410018921,35,19
1011,0,0.1504000425338745,36,18
1012,1,0.16087102890014648,22,38
1013,0,0.13129901885986328,38,26
1014,1,0.11743009090423584,24,36
1015,1,0.11868607997894287,24,38
1016,0,0.24241900444030762,36,16
1017,0,0.2849839925765991,37,23
1018,0,0.21314597129821777,37,23
1019,1,0.1903749704360962,23,37
1020,1,0.1403670310974121,24,36
1021,0,0.20115399360656738,37,23
1022,1,0.154229998588562,21,35
1023,1,0.1521550416946411,20,36
1024,0,0.16522693634033203,35,21
1025,1,0.21904611587524414,22,38
1026,0,0.16380107402801514,38,24
1027,0,0.1764470338821411,35,35
1028,0,0.1473919153213501,35,17
1029,0,0.1617199182510376,36,20
1030,1,0.1808490753173828,24,36
1031,1,0.18909096717834473,26,38
1032,1,0.15359199047088623,24,36
1033,1,0.17247700691223145,21,37
1034,0,0.1832289695739746,37,26
1035,0,0.14491605758666992,35,21
1036,0,0.15099799633026123,37,19
1037,1,0.16441893577575684,24,36
1038,0,0.16383492946624756,36,24
1039,0,0.1464400291442871,35,21
1040,1,0.1636749505996704,23,36
1041,0,0.12189900875091553,36,22
1042,0,0.16656899452209473,35,21
1043,0,0.16863906383514404,38,26
1044,1,0.13518202304840088,22,38
1045,0,0.19960200786590576,35,21
1046,0,0.18701207637786865,36,23
1047,1,0.16210293769836426,25,40
1048,0,0.13250088691711426,35,19
1049,0,0.18795299530029297,36,24
1050,1,0.13823997974395752,16,36
1051,1,0.16932499408721924,24,36
1052,1,0.13245999813079834,25,34
1053,0,0.15748703479766846,36,24
1054,0,0.14516806602478027,35,21
1055,0,0.15619003772735596,35,21
1056,1,0.17144298553466797,24,36
1057,1,0.19619309902191162,23,40
1058,0,0.1806340217590332,36,24
1059,0,0.14088809490203857,37,23
1060,1,0.1402970552444458,14,38
1061,1,0.1754469871520996,38,39
1062,0,0.1892310380935669,37,23
1063,0,0.14962303638458252,36,34
1064,1,0.15053701400756836,24,36
1065,1,0.15555799007415771,23,37
1066,1,0.18029999732971191,24,36
1067,1,0.1717360019683838,22,37
1068,0,0.20000195503234863,39,39
1069,1,0.18075799942016602,24,38
1070,1,0.15241897106170654,19,37
1071,1,0.16779601573944092,24,36
1072,0,0.17591392993927002,36,24
1073,1,0.16700196266174316,22,38
1074,0,0.14393901824951172,36,24
1075,1,0.17348003387451172,26,38
1076,1,0.15898001194000244,22,34
1077,0,0.1625739336013794,37,19
1078,0,0.18203794956207275,36,27
1079,0,0.16212201118469238,35,21
1080,1,0.16319894790649414,24,36
1081,0,0.14649605751037598,36,24
1082,1,0.13095104694366455,13,35
1083,1,0.18515098094940186,26,38
1084,1,0.14355599880218506,23,36
1085,1,0.14460599422454834,17,35
1086,0,0.14016997814178467,35,21
1087,1,0.16377902030944824,23,37
1088,1,0.15471303462982178,20,36
1089,0,0.16541600227355957,35,35
1090,1,0.1454780101776123,21,35
1091,1,0.17138195037841797,22,38
1092,1,0.1971879005432129,27,36
1093,1,0.15107691287994385,22,38
1094,1,0.14529800415039062,24,36
1095,0,0.15929794311523438,37,19
1096,0,0.21683406829833984,37,23
1097,0,0.14516901969909668,35,17
1098,1,0.1986379623413086,21,35
1099,1,0.19406604766845703,26,38
1100,1,0.18087100982666016,24,38
1101,0,0.1705089807510376,36,24
1102,0,0.1723020076751709,35,35
1103,1,0.16384100914001465,22,38
1104,0,0.16039109230041504,35,21
1105,0,0.1803039312362671,36,24
1106,0,0.1937260627746582,35,21
1107,1,0.1571810245513916,22,37
1108,1,0.182420015335083,19,37
1109,1,0.18265604972839355,23,37
1110,1,0.15094101428985596,21,35
1111,1,0.16778898239135742,20,36
1112,0,0.1649188995361328,35,21
1113,0,0.1830899715423584,38,22
1114,0,0.18766796588897705,37,27
1115,1,0.18981504440307617,24,36
1116,1,0.2042710781097412,23,37
1117,0,0.18363606929779053,37,23
1118,1,0.14860105514526367,23,37
1119,1,0.17079591751098633,24,36
1120,0,0.1469639539718628,37,21
1121,0,0.19603097438812256,38,25
1122,1,0.1859530210494995,26,38
1123,1,0.1613759994506836,20,36
1124,1,0.18023300170898438,26,38
1125,0,0.1731860637664795,38,22
1126,1,0.16264796257019043,23,37
1127,0,0.1621849536895752,36,26
1128,0,0.21883606910705566,38,22
1129,1,0.1559239625930786,22,38
1130,1,0.1654520034790039,23,37
1131,0,0.13989198207855225,34,22
1132,0,0.14448797702789307,38,20
1133,1,0.17377698421478271,24,36
1134,1,0.14639198780059814,23,35
1135,1,0.19540798664093018,38,39
1136,0,0.2035759687423706,39,24
1137,0,0.16680192947387695,37,23
1138,1,0.15896904468536377,25,34
1139,0,0.17405807971954346,35,24
1140,0,0.16175401210784912,35,21
1141,0,0.1697549819946289,35,35
1142,0,0.19415199756622314,36,24
1143,0,0.2388819456100464,38,26
1144,0,0.1911989450454712,35,21
1145,0,0.15441906452178955,36,20
1146,0,0.13943696022033691,37,19
1147,0,0.14470195770263672,35,21
1148,0,0.21285700798034668,37,22
1149,1,0.15231406688690186,25,37
1150,0,0.20649194717407227,35,35
1151,0,0.14535892009735107,36,20
1152,0,0.13432908058166504,35,21
1153,1,0.1866309642791748,21,35
1154,0,0.19871294498443604,37,27
1155,0,0.18633198738098145,38,22
1156,1,0.1645439863204956,26,41
1157,1,0.14568805694580078,24,36
1158,0,0.14632809162139893,37,23
1159,0,0.14460492134094238,36,24
1160,0,0.10426795482635498,35,17
1161,0,0.13971197605133057,36,24
1162,0,0.1164330244064331,34,22
1163,1,0.12859892845153809,24,41
1164,1,0.1626110076904297,26,41
1165,0,0.12924695014953613,35,24
1166,0,0.1326310634613037,37,23
1167,0,0.14541101455688477,37,23
1168,0,0.1528700590133667,36,19
1169,0,0.15634000301361084,39,20
1170,1,0.1807880401611328,38,39
1171,1,0.16652798652648926,24,36
1172,1,0.15347492694854736,21,35
1173,1,0.13958799839019775,21,38
1174,0,0.18545711040496826,37,23
1175,1,0.1853799819946289,23,37
1176,1,0.1504979133605957,19,38
1177,0,0.15260791778564453,36,23
1178,0,0.18088197708129883,37,23
1179,0,0.19986402988433838,38,22
1180,1,0.1995640993118286,24,38
1181,0,0.15379798412322998,38,22
1182,1,0.19170701503753662,24,36
1183,0,0.171644926071167,37,23
1184,0,0.1389220952987671,36,20
1185,0,0.1348940134048462,36,18
1186,0,0.15946102142333984,38,21
1187,0,0.14310204982757568,37,26
1188,0,0.15511703491210938,36,20
1189,0,0.13818907737731934,35,24
1190,1,0.16630494594573975,23,39
1191,0,0.14942002296447754,38,18
1192,0,0.18578100204467773,37,23
1193,0,0.13266098499298096,36,18
1194,0,0.1394510269165039,37,23
1195,1,0.1714470386505127,21,35
1196,1,0.13872504234313965,22,34
1197,1,0.14682793617248535,22,34
1198,0,0.1810389757156372,37,23
1199,1,0.13411104679107666,21,36
1200,0,0.14917492866516113,35,23
1201,1,0.14601194858551025,23,37
1202,1,0.1677950620651245,21,35
1203,1,0.1534489393234253,23,37
1204,1,0.14637506008148193,24,36
1205,0,0.1280900239944458,35,21
1206,0,0.1679089069366455,35,23
1207,1,0.1846529245376587,24,39
1208,0,0.1554189920425415,37,27
1209,0,0.13510990142822266,36,22
1210,0,0.1568739414215088,40,23
1211,1,0.15871107578277588,22,38
1212,0,0.16191697120666504,39,38
1213,0,0.17391502857208252,37,17
1214,1,0.14352893829345703,19,37
1215,0,0.12852299213409424,37,23
1216,0,0.20944607257843018,38,21
1217,0,0.14789903163909912,36,22
1218,0,0.17883896827697754,38,26
1219,1,0.17963004112243652,27,40
1220,0,0.1835249662399292,37,23
1221,0,0.17328298091888428,38,22
1222,1,0.19841992855072021,24,36
1223,0,0.16218602657318115,37,23
1224,1,0.15160000324249268,37,40
1225,1,0.21772003173828125,21,35
1226,0,0.16574203968048096,38,25
1227,1,0.1593400239944458,26,38
1228,0,0.19590699672698975,35,35
1229,1,0.17527592182159424,24,36
1230,0,0.1519010066986084,35,21
1231,0,0.15983104705810547,35,35
1232,0,0.19079899787902832,38,22
1233,0,0.15644001960754395,40,23
1234,1,0.11511099338531494,15,37
1235,0,0.12988507747650146,35,35
1236,1,0.1214979887008667,24,36
1237,0,0.1650599241256714,36,24
1238,0,0.16455793380737305,35,21
1239,1,0.13187003135681152,20,36
1240,0,0.1643810272216797,35,19
1241,0,0.1254791021347046,36,18
1242,0,0.15838205814361572,35,21
1243,0,0.19130492210388184,36,24
1244,1,0.17095792293548584,37,38
1245,0,0.15617799758911133,37,23
1246,1,0.1222609281539917,19,35
1247,1,0.14951705932617188,22,38
1248,0,0.14827799797058105,39,25
1249,1,0.16047298908233643,19,37
1250,0,0.15661394596099854,38,22
1251,1,0.12758398056030273,17,35
1252,0,0.18471300601959229,36,24
1253,1,0.16864299774169922,25,37
1254,0,0.14632999897003174,36,20
1255,0,0.13315200805664062,35,17
1256,1,0.1710069179534912,23,40
1257,0,0.1893550157546997,37,27
1258,1,0.1518470048904419,20,36
1259,1,0.16067802906036377,26,38
1260,1,0.18375802040100098,26,41
1261,1,0.14820802211761475,18,36
1262,0,0.17522203922271729,35,23
1263,0,0.16773605346679688,38,25
1264,1,0.15402007102966309,20,36
1265,0,0.13584601879119873,37,17
1266,1,0.14337396621704102,34,36
1267,1,0.16894805431365967,23,37
1268,1,0.15928101539611816,23,37
1269,1,0.16003990173339844,23,37
1270,1,0.15313100814819336,34,36
1271,0,0.1839810609817505,38,22
1272,1,0.13521993160247803,20,36
1273,1,0.15395796298980713,26,38
1274,0,0.1398829221725464,37,22
1275,0,0.13853001594543457,37,23
1276,0,0.13423895835876465,35,35
1277,0,0.12900102138519287,35,21
1278,1,0.14593005180358887,26,38
1279,1,0.14398598670959473,27,37
1280,1,0.11938202381134033,19,37
1281,1,0.1311250925064087,22,38
1282,0,0.13702106475830078,37,19
1283,1,0.13108301162719727,26,38
1284,0,0.11790001392364502,36,20
1285,0,0.11304700374603271,37,18
1286,1,0.13614201545715332,21,35
1287,0,0.1485370397567749,35,17
1288,1,0.15394699573516846,21,35
1289,0,0.12670302391052246,35,17
1290,1,0.13495099544525146,16,36
1291,1,0.14623403549194336,24,36
1292,0,0.19207406044006348,37,22
1293,1,0.15134501457214355,23,37
1294,0,0.12178707122802734,36,22
1295,0,0.15731191635131836,38,22
1296,0,0.15578293800354004,38,18
1297,0,0.16511106491088867,36,24
1298,0,0.14874398708343506,36,20
1299,1,0.135686993598938,34,36
1300,0,0.14004802703857422,36,16
1301,1,0.1316540241241455,23,37
1302,0,0.11594700813293457,35,21
1303,0,0.12296104431152344,36,24
1304,0,0.12657010555267334,38,22
1305,1,0.11535704135894775,21,35
1306,1,0.11263298988342285,22,36
1307,0,0.1518329381942749,38,26
1308,0,0.130823016166687,35,24
1309,0,0.12286698818206787,36,20
1310,1,0.14810395240783691,23,37
1311,0,0.13661396503448486,35,21
1312,0,0.13583707809448242,39,25
1313,1,0.19605505466461182,26,38
1314,0,0.2005070447921753,36,24
1315,1,0.16716396808624268,23,37
1316,1,0.16126906871795654,21,39
1317,0,0.11987197399139404,37,21
1318,0,0.10117697715759277,34,18
1319,1,0.14959704875946045,25,38
1320,0,0.10160398483276367,36,16
1321,1,0.12553894519805908,21,37
1322,1,0.13547801971435547,21,35
1323,1,0.11695003509521484,17,35
1324,0,0.12525594234466553,37,23
1325,1,0.14526009559631348,21,35
1326,0,0.11314702033996582,37,22
1327,0,0.11324894428253174,35,19
1328,0,0.1394050121307373,38,26
1329,0,0.11377596855163574,36,18
1330,1,0.12394499778747559,21,35
1331,0,0.13007104396820068,34,22
1332,0,0.1275399923324585,35,21
1333,1,0.11668503284454346,18,37
1334,1,0.12360703945159912,24,38
1335,0,0.12406492233276367,37,19
1336,0,0.14491593837738037,39,19
1337,0,0.16763901710510254,38,26
1338,1,0.13770103454589844,21,35
1339,1,0.16325891017913818,23,37
1340,1,0.1432349681854248,24,36
1341,0,0.11443507671356201,38,22
1342,1,0.12093698978424072,18,36
1343,0,0.11883199214935303,35,17
1344,0,0.15207195281982422,39,38
1345,0,0.1552189588546753,36,16
1346,1,0.13571488857269287,23,35
1347,0,0.12139201164245605,36,24
1348,0,0.16553902626037598,37,23
1349,0,0.17598199844360352,38,26
1350,1,0.1206519603729248,20,38
1351,0,0.1371469497680664,36,20
1352,0,0.1299840211868286,38,26
1353,1,0.1293889284133911,22,37
1354,0,0.11292099952697754,35,21
1355,0,0.1269320249557495,35,25
1356,1,0.1326690912246704,22,36
1357,0,0.16880297660827637,39,24
1358,1,0.1705089807510376,24,36
1359,1,0.14616894721984863,23,37
1360,0,0.1424109935760498,36,20
1361,1,0.1290879249572754,22,34
1362,0,0.12267196178436279,37,23
1363,0,0.10692298412322998,35,17
1364,0,0.11666202545166016,35,21
1365,0,0.1367710828781128,35,21
1366,1,0.13276803493499756,17,35
1367,0,0.15154504776000977,35,21
1368,1,0.11915802955627441,22,34
1369,1,0.12190306186676025,21,37
1370,0,0.16290903091430664,38,26
1371,0,0.14317893981933594,36,24
1372,0,0.13525402545928955,35,35
1373,0,0.13545000553131104,37,23
1374,0,0.1598910093307495,37,23
1375,0,0.14243602752685547,36,23
1376,1,0.1476060152053833,19,37
1377,0,0.15349698066711426,37,19
1378,0,0.1742769479751587,38,21
1379,0,0.13033998012542725,38,25
1380,1,0.12569904327392578,23,35
1381,0,0.14222002029418945,37,27
1382,1,0.13728392124176025,20,36
1383,0,0.14455699920654297,38,22
1384,0,0.13211596012115479,35,35
1385,1,0.20935893058776855,23,37
1386,1,0.15129303932189941,21,35
1387,1,0.13714396953582764,22,38
1388,0,0.12689900398254395,37,22
1389,0,0.1269080638885498,37,23
1390,0,0.13059794902801514,37,23
1391,0,0.14025592803955078,41,26
1392,1,0.13126909732818604,22,38
1393,1,0.13388299942016602,23,37
1394,0,0.13254499435424805,37,23
1395,0,0.12490701675415039,36,24
1396,0,0.12919998168945312,37,23
1397,0,0.13626492023468018,36,24
1398,0,0.1487499475479126,35,35
1399,0,0.10572099685668945,35,23
1400,0,0.1547759771347046,37,27
1401,0,0.10869908332824707,35,17
1402,0,0.13386797904968262,37,23
1403,1,0.13000905513763428,23,35
1404,0,0.13857805728912354,38,22
1405,0,0.13433897495269775,35,35
1406,0,0.12151491641998291,35,21
1407,0,0.11778199672698975,35,21
1408,0,0.13556206226348877,36,24
1409,1,0.130126953125,22,38
1410,1,0.15001308917999268,22,38
1411,1,0.11041998863220215,22,36
1412,1,0.10234308242797852,22,36
1413,0,0.12509799003601074,38,24
1414,1,0.14027893543243408,23,37
1415,0,0.14048492908477783,35,35
1416,0,0.13535892963409424,36,24
1417,0,0.12194406986236572,38,24
1418,1,0.12474000453948975,22,38
1419,1,0.12872600555419922,21,35
1420,1,0.14701390266418457,25,39
1421,0,0.13689804077148438,36,23
1422,0,0.13334810733795166,38,38
1423,0,0.12431395053863525,37,25
1424,1,0.1480780839920044,27,37
1425,0,0.10866498947143555,35,17
1426,0,0.13858389854431152,35,35
1427,0,0.13281691074371338,35,35
1428,0,0.12402701377868652,35,21
1429,1,0.1413249969482422,22,37
1430,1,0.13144898414611816,26,38
1431,1,0.10767900943756104,19,39
1432,0,0.15167295932769775,36,24
1433,1,0.15090703964233398,20,38
1434,0,0.13844895362854004,35,17
1435,1,0.13588905334472656,18,37
1436,0,0.2148829698562622,37,22
1437,0,0.15360403060913086,41,21
1438,1,0.17378199100494385,26,38
1439,0,0.15947699546813965,40,23
1440,1,0.1642850637435913,21,35
1441,1,0.14716196060180664,23,37
1442,0,0.1129540205001831,36,18
1443,1,0.2266550064086914,34,36
1444,0,0.1657179594039917,37,15
1445,0,0.1327040195465088,37,23
1446,0,0.18453001976013184,37,19
1447,0,0.18255901336669922,38,18
1448,1,0.1743220090866089,23,37
1449,0,0.15950095653533936,35,35
1450,1,0.1366649866104126,21,37
1451,0,0.1303260326385498,37,21
1452,0,0.14402294158935547,35,26
1453,0,0.13781201839447021,36,19
1454,1,0.18025100231170654,24,39
1455,0,0.1470930576324463,38,22
1456,0,0.13222098350524902,35,21
1457,1,0.164328932762146,25,38
1458,1,0.12001597881317139,16,36
1459,1,0.1421910524368286,24,36
1460,1,0.13191592693328857,24,36
1461,0,0.12724900245666504,38,18
1462,1,0.15342497825622559,23,40
1463,1,0.10673797130584717,21,35
1464,1,0.14164304733276367,23,37
1465,0,0.12512695789337158,37,21
1466,1,0.13093900680541992,23,37
1467,1,0.13419198989868164,23,35
1468,1,0.14554095268249512,22,38
1469,0,0.12567293643951416,37,24
1470,0,0.11682701110839844,37,21
1471,1,0.13162100315093994,24,36
1472,1,0.11651194095611572,20,36
1473,0,0.12956202030181885,37,23
1474,1,0.1341719627380371,26,38
1475,0,0.13807296752929688,37,27
1476,1,0.123818039894104,24,38
1477,0,0.11321210861206055,37,24
1478,0,0.14553296566009521,35,21
1479,1,0.1397860050201416,23,37
1480,0,0.13472497463226318,36,24
1481,0,0.11781597137451172,36,22
1482,0,0.11742198467254639,35,21
1483,1,0.1381169557571411,22,38
1484,1,0.1433190107345581,27,37
1485,1,0.13769900798797607,23,37
1486,0,0.10839700698852539,36,20
1487,0,0.1449899673461914,38,26
1488,0,0.13059699535369873,38,17
1489,1,0.10329592227935791,21,35
1490,0,0.11701500415802002,36,20
1491,1,0.15206098556518555,19,40
1492,0,0.13670694828033447,36,24
1493,0,0.14092803001403809,39,39
1494,0,0.11733901500701904,35,35
1495,1,0.10840106010437012,17,35
1496,1,0.14972305297851562,23,37
1497,1,0.12717700004577637,21,35
1498,0,0.11382603645324707,37,17
1499,1,0.13702499866485596,27,37
1500,0,0.11835205554962158,35,17
1501,0,0.12299096584320068,35,21
1502,0,0.15036392211914062,36,24
1503,0,0.11792600154876709,35,21
1504,0,0.11938989162445068,35,35
1505,1,0.13743603229522705,23,36
1506,1,0.14218199253082275,25,37
1507,0,0.12356293201446533,35,23
1508,1,0.1266878843307495,24,36
1509,0,0.1146860122680664,36,16
1510,0,0.12269699573516846,37,19
1511,0,0.12828195095062256,35,17
1512,1,0.1304490566253662,22,38
1513,0,0.13869500160217285,37,23
1514,1,0.13615202903747559,26,38
1515,1,0.13391292095184326,24,36
